국가코드,국가,기준월,수출건수,수출액_USD,수입건수,수입액_USD,무역수지_USD
RS,세르비아,2026-04-01,370,14647139,188,13760110,887029
IS,아이슬란드,2026-04-01,224,14631629,42,889319,13742310
UY,우루과이,2026-04-01,235,14438825,111,39579795,-25140970
GE,조지아,2026-04-01,505,14378482,55,2064448,12314034
AZ,아제르바이잔,2026-04-01,650,13759715,5,46215,13713500
HN,온두라스,2026-04-01,404,13489348,183,8846125,4643223
TN,튀니지,2026-04-01,207,13436293,744,8822036,4614257
LA,라오스,2026-04-01,204,13128689,216,6633743,6494946
BY,벨라루스,2026-04-01,335,11194769,15,1841014,9353755
AO,앙골라,2026-04-01,143,11120925,4,8190,11112735
HR,크로아티아,2026-04-01,329,9894950,173,3065529,6829421
QA,카타르,2026-04-01,674,9300862,65,27513201,-18212339
NI,니카라과,2026-04-01,129,8048109,73,15534928,-7486819
KW,쿠웨이트,2026-04-01,382,7690874,30,15293099,-7602225
BZ,벨리제,2026-04-01,25,6740700,0,7956,6732744
SD,수단,2026-04-01,146,6673158,0,0,6673158
LB,레바논,2026-04-01,174,6456336,78,3340871,3115465
VE,베네주엘라,2026-04-01,167,6098828,10,256273,5842555
ER,에리트리아,2026-04-01,4,6050880,0,0,6050880
TT,트리니다드 토바고,2026-04-01,125,5958783,38,64157223,-58198440
MD,몰도바,2026-04-01,259,5700416,208,2806579,2893837
LU,룩셈부르그,2026-04-01,220,5652179,208,10801814,-5149635
WS,사모아,2026-04-01,41,5376570,4,2013,5374557
LV,라트비아,2026-04-01,554,5165172,294,8582411,-3417239
AS,아메리칸 사모아,2026-04-01,44,5043817,4,144628,4899189
CY,사이프러스,2026-04-01,487,5001550,27,388622,4612928
ZZ,기타국,2026-04-01,167,4634814,813,8986824,-4352010
PS,팔레스타인 해방기구,2026-04-01,31,4622087,7,354813,4267274
PG,파푸아 뉴기니,2026-04-01,81,4346314,43,153986502,-149640188
YE,예맨,2026-04-01,119,4250427,16,1677195,2573232
GY,가이아나,2026-04-01,102,4113622,9,693478,3420144
MG,마다카스카르,2026-04-01,590,4022376,193,6849235,-2826859
BO,볼리비아,2026-04-01,102,3826142,25,48898501,-45072359
AF,아프카니스탄,2026-04-01,168,3687109,8,12534,3674575
BF,부르키나 파소,2026-04-01,16,3597317,0,0,3597317
MU,모리셔스,2026-04-01,167,3380986,22,234376,3146610
NP,네팔,2026-04-01,195,3121609,840,496552,2625057
BJ,베닝,2026-04-01,76,3117230,0,0,3117230
GD,그레나다,2026-04-01,12,2912444,0,0,2912444
AM,아르메니아,2026-04-01,200,2678364,77,2045532,632832
ZW,짐바브웨,2026-04-01,37,2585920,9,492061,2093859
TM,투르크멘,2026-04-01,47,2551276,1,42,2551234
RE,불령 리유니온 코모도 제도,2026-04-01,63,2540114,1,45,2540069
GN,기니,2026-04-01,349,2438684,33,3278037,-839353
BN,브루나이,2026-04-01,181,2334451,25,24536279,-22201828
JM,자마이카,2026-04-01,70,2202498,19,1023161,1179337
HT,아이티,2026-04-01,47,2101950,5,67104,2034846
CM,카메룬,2026-04-01,108,1981130,10,193898,1787232
TG,토고,2026-04-01,128,1899107,10,347084,1552023
AW,아루바,2026-04-01,56,1894248,1,8873,1885375
MO,마카오,2026-04-01,782,1769168,227,194395,1574773
BA,보스니아-헤르체고비나,2026-04-01,87,1687077,62,743620,943457
CD,콩고민주공화국,2026-04-01,55,1673947,49,322486837,-320812890
CG,콩고,2026-04-01,218,1666215,1,376,1665839
NE,니제르,2026-04-01,5,1598943,0,0,1598943
GA,가봉,2026-04-01,469,1595472,3,88520,1506952
BB,바베이도스,2026-04-01,32,1434200,4,5419,1428781
UG,우간다,2026-04-01,59,1386227,37,2633552,-1247325
MV,몰디브,2026-04-01,124,1353990,4,13656,1340334
RW,르완다,2026-04-01,230,1344579,10,547102,797477
MP,북마리아나 군도,2026-04-01,131,1257882,4,180799,1077083
NC,뉴 칼레도니아,2026-04-01,70,1209751,9,18265629,-17055878
BH,바레인,2026-04-01,153,1181423,22,1876676,-695253
VU,바누아투,2026-04-01,67,1100332,30,1426713,-326381
IR,이란,2026-04-01,23,1088937,7,146396,942541
ZM,잠비아,2026-04-01,46,1056855,9,15367277,-14310422
GP,과델로프,2026-04-01,38,979249,0,0,979249
SC,세이쉘,2026-04-01,30,939357,4,242399,696958
LI,리히텐슈타인,2026-04-01,16,938684,61,2441317,-1502633
FM,마이크로네시아,2026-04-01,54,903440,1,446,902994
MR,모리타니,2026-04-01,39,902342,11,2151859,-1249517
MK,마세도니아,2026-04-01,86,897001,27,395543,501458
KI,키리바티,2026-04-01,40,896475,2,612154,284321
SO,소말리아,2026-04-01,21,827746,1,92800,734946
BS,바하마,2026-04-01,40,770527,3,2589,767938
SB,솔로몬 군도,2026-04-01,15,742908,2,2351,740557
MQ,마티니크,2026-04-01,15,716329,0,0,716329
KY,영령 캐이맨 군도,2026-04-01,15,712492,0,0,712492
ML,말리,2026-04-01,18,682349,2,81,682268
SS,남수단,2026-04-01,4,681033,1,10,681023
BT,부탄,2026-04-01,44,656001,6,542948,113053
BI,부룬디,2026-04-01,56,649617,1,89,649528
TD,챠드,2026-04-01,4,631417,0,0,631417
GQ,적도 기니,2026-04-01,36,519049,2,53204596,-52685547
SR,수리남,2026-04-01,28,473238,16,1188162,-714924
MF,세인트 마틴,2026-04-01,16,460353,1,874,459479
CU,쿠바,2026-04-01,18,410910,4,910281,-499371
NA,나미비아,2026-04-01,36,408272,8,5941952,-5533680
DM,도미니카,2026-04-01,28,402843,2,87594,315249
GM,감비아,2026-04-01,128,389987,6,3052065,-2662078
CW,큐라소,2026-04-01,51,389279,1,17580,371699
GF,불령 가이아나,2026-04-01,25,364593,0,0,364593
LC,세인트 루시아,2026-04-01,21,350055,1,10,350045
VG,영령 버진군도,2026-04-01,9,347182,0,0,347182
MW,말라위,2026-04-01,12,346038,17,3788772,-3442734
PW,팔라우,2026-04-01,20,345160,2,44204,300956
VC,세인트 빈센트 그레나딘,2026-04-01,9,325048,0,0,325048
TV,투발루,2026-04-01,16,323085,0,0,323085
TC,투르크 & 카이코스 군도,2026-04-01,8,309160,0,52,309108
SL,시에라 리온,2026-04-01,42,307321,27,1904951,-1597630
KN,세인트 키츠 네비스,2026-04-01,11,302275,3,750,301525
GI,지브랄타,2026-04-01,28,218746,1,2253,216493
TL,티모르,2026-04-01,2,177045,0,2029,175016
CV,카보 베르데,2026-04-01,5,175345,0,3991,171354
ME,몬테네그로,2026-04-01,23,158788,3,1389,157399
AG,안티가 바부다,2026-04-01,6,133142,1,450,132692
BW,보츠와나,2026-04-01,12,86763,12,328080,-241317
CF,중앙아프리카공화국,2026-04-01,4,83212,0,0,83212
SZ,스와질랜드,2026-04-01,6,68971,1,5037,63934
BQ,보네르 신트외스타티위스,2026-04-01,1,43029,0,0,43029
MC,모나코,2026-04-01,9,42761,5,208278,-165517
SM,산마리노,2026-04-01,1,21150,8,56871,-35721
AN,네덜란드 열도,2026-04-01,6,13635,3,222279,-208644
TO,통가,2026-04-01,1,11998,1,14731,-2733
GW,기네비소,2026-04-01,4,11866,0,0,11866
GG,건지,2026-04-01,7,10468,0,131,10337
GL,그린랜드,2026-04-01,10,8118,2,312528,-304410
VI,미령 버진군도,2026-04-01,11,7089,1,27637058,-27629969
AD,안도라,2026-04-01,4,5277,70,112642,-107365
FK,포클랜드 군도,2026-04-01,3,5153,0,0,5153
AI,앙귈라,2026-04-01,2,3206,0,0,3206
BL,세인트 바르탤르미,2026-04-01,2,2856,0,0,2856
HM,허드 앤 맥도날드 군도,2026-04-01,1,2332,0,0,2332
SX,세인트마틴(생마르탱),2026-04-01,8,2262,0,0,2262
KM,코모로스,2026-04-01,1,1779,0,0,1779
VA,교황청,2026-04-01,3,935,0,16,919
CK,쿡 아일랜드,2026-04-01,2,487,1,816,-329
FO,파로에 군도,2026-04-01,6,452,2,161840,-161388
LS,레소토,2026-04-01,3,268,0,8124,-7856
JE,저어지,2026-04-01,2,150,2,1283,-1133
SH,세인트 헬레나,2026-04-01,0,0,1,278,-278
TK,토켈라우,2026-04-01,0,0,1,4623,-4623
NF,노폴크 아일랜드,2026-04-01,0,0,1,56,-56
GS,남조지아 & 남샌드위치 군도,2026-04-01,0,0,1,4535,-4535
AQ,안타티카,2026-04-01,0,0,11,19771,-19771
NU,니우에,2026-04-01,0,0,3,116608,-116608
CN,중국,2026-05-01,102203,18883273656,1741649,15097201176,3786072480
US,미국,2026-05-01,209755,15981424196,1437883,7518118978,8463305218
VN,베트남,2026-05-01,58194,8444946848,219659,2623560168,5821386680
TW,대만,2026-05-01,49453,6664226583,23523,3137223595,3527002988
HK,홍콩,2026-05-01,21666,6466679096,399314,248816104,6217862992
JP,일본,2026-05-01,94098,2640921923,542648,4292956230,-1652034307
SG,싱가포르,2026-05-01,45063,2304934700,18778,1337718054,967216646
AU,호주,2026-05-01,26117,2095884990,34490,3021929208,-926044218
IN,인도,2026-05-01,19153,1955195312,13266,652952460,1302242852
PH,필리핀,2026-05-01,30249,1699996902,6455,403070746,1296926156
MX,멕시코,2026-05-01,17004,1532846887,7547,575071299,957775588
MY,말레이시아,2026-05-01,33201,1461438695,14874,1386274949,75163746
NL,네덜란드,2026-05-01,10090,1298148568,5414,1371005824,-72857256
CA,캐나다,2026-05-01,20795,1121829017,46786,1136033074,-14204057
TH,태국,2026-05-01,22824,913772912,48414,636930482,276842430
ID,인도네시아,2026-05-01,12004,912941138,10524,887287141,25653997
DE,독일,2026-05-01,18344,816249342,125646,1994427226,-1178177884
TR,튀르키예,2026-05-01,5619,782801354,2998,134960722,647840632
MH,마샬군도,2026-05-01,20,693427454,13,46041,693381413
PL,폴란드,2026-05-01,6574,672196913,2239,115798171,556398742
GB,영국,2026-05-01,20118,568289102,20153,379554922,188734180
BR,브라질,2026-05-01,11865,561552335,1811,518209631,43342704
BE,벨기에,2026-05-01,3045,436967714,1939,90132936,346834778
IT,이탈리아,2026-05-01,7163,433548626,31659,720146682,-286598056
CZ,체코공화국,2026-05-01,3114,379221816,3286,136354238,242867578
NZ,뉴질랜드,2026-05-01,3071,369372110,29191,161080653,208291457
ES,스페인,2026-05-01,6228,354408064,8026,260926487,93481577
LR,라이베리아,2026-05-01,93,338096624,14,2570,338094054
AE,아랍에미리트 연합,2026-05-01,5488,336766513,300,1784354763,-1447588250
CH,스위스,2026-05-01,3268,293980029,4441,280389786,13590243
RU,러시아 연방,2026-05-01,7505,286626363,1450,478038442,-191412079
SA,사우디아라비아,2026-05-01,3557,279291375,259,2352917781,-2073626406
FR,프랑스,2026-05-01,8987,276647916,21499,611249613,-334601697
BD,방글라데시,2026-05-01,2056,264601525,3317,35660701,228940824
NO,노르웨이,2026-05-01,1435,254825589,2164,157861939,96963650
MT,몰타,2026-05-01,339,250627118,69,1618509,249008609
HU,헝가리,2026-05-01,2454,250124490,1318,65779866,184344624
BS,바하마,2026-05-01,36,233163993,3,275027,232888966
IE,아일랜드,2026-05-01,1397,212965257,1082,122844835,90120422
BM,버뮤다,2026-05-01,24,211445755,2,603,211445152
KG,키르기스스탄,2026-05-01,7746,203340019,5,24349,203315670
SK,슬로바키아,2026-05-01,1584,183162486,1229,56163791,126998695
KZ,카자흐스탄,2026-05-01,4550,159672544,60,230666760,-70994216
UZ,우즈베키스탄,2026-05-01,1967,158861516,60,1883938,156977578
CO,콜롬비아,2026-05-01,1833,158015057,1169,72251152,85763905
EG,이집트,2026-05-01,2155,147656200,248,83314269,64341931
IL,이스라엘,2026-05-01,9918,146860317,1722,132788969,14071348
SE,스웨덴,2026-05-01,1998,141424891,2967,163229064,-21804173
GU,괌,2026-05-01,615,97983880,31,325142,97658738
SI,슬로베니아,2026-05-01,662,90221147,345,10591738,79629409
AT,오스트리아,2026-05-01,2029,87263313,2194,141996621,-54733308
CL,칠레,2026-05-01,2760,86771625,1086,520294271,-433522646
PK,파키스탄,2026-05-01,1507,86515251,645,14412529,72102722
ZZ,기타국,2026-05-01,133,76005468,735,8249808,67755660
PA,파나마,2026-05-01,1077,71147559,104,2515699,68631860
IQ,이라크,2026-05-01,366,66202803,56,158804984,-92602181
ZA,남아프리카공화국,2026-05-01,1819,62787974,403,292359140,-229571166
PT,포루투갈,2026-05-01,1085,60820756,4945,26427344,34393412
PE,페루,2026-05-01,1373,57588029,704,164882847,-107294818
KH,캄보디아,2026-05-01,2738,55712805,2176,46951287,8761518
NG,나이지리아,2026-05-01,1224,53314694,34,110637787,-57323093
JO,요르단,2026-05-01,1189,51711277,155,7782813,43928464
MN,몽골,2026-05-01,3251,50569379,856,3492461,47076918
UA,우크라이나,2026-05-01,1059,48157302,129,24080070,24077232
DK,덴마크,2026-05-01,1642,46295563,1855,109551245,-63255682
RO,루마니아,2026-05-01,1555,43440277,2153,36024570,7415707
GR,그리스,2026-05-01,1433,41198430,383,14467809,26730621
FJ,피지,2026-05-01,85,40497377,9,736159,39761218
LT,리투아니아,2026-05-01,660,38256398,562,7862446,30393952
OM,오만,2026-05-01,745,37302615,87,540552736,-503250121
DZ,알제리,2026-05-01,818,35375604,25,936941574,-901565970
AL,알바니아,2026-05-01,2263,34671508,85,716298,33955210
FI,핀란드,2026-05-01,1047,33723223,1142,64029322,-30306099
MA,모로코,2026-05-01,432,31514443,351,18314395,13200048
PR,푸에르토리코,2026-05-01,368,30877046,171,34970391,-4093345
LY,리비아,2026-05-01,7502,30336252,28,212253302,-181917050
EE,에스토니아,2026-05-01,506,29702207,332,5996319,23705888
AR,아르헨티나,2026-05-01,1018,28393651,315,59214080,-30820429
GT,과테말라,2026-05-01,712,26875093,227,9063334,17811759
TJ,타지크,2026-05-01,3022,25890882,0,334,25890548
SY,시리아,2026-05-01,732,25624397,1,1679,25622718
BG,불가리아,2026-05-01,783,24152964,1389,41306420,-17153456
MM,미얀마,2026-05-01,756,23553092,2421,16191621,7361471
SV,엘살바도르,2026-05-01,242,23512402,180,2778370,20734032
DO,도미니카 공화국,2026-05-01,712,23073519,150,9615840,13457679
GH,가나,2026-05-01,1839,22868282,39,11078383,11789899
EC,에쿠아도르,2026-05-01,446,22831362,210,144998802,-122167440
ET,에티오피아,2026-05-01,86,22407209,199,13423391,8983818
DJ,지부티,2026-05-01,27,22191060,1,3521,22187539
KW,쿠웨이트,2026-05-01,430,20374069,44,1735,20372334
KE,케냐,2026-05-01,313,19272998,98,2285059,16987939
LK,스리랑카,2026-05-01,827,18864455,625,9299007,9565448
HR,크로아티아,2026-05-01,442,18364897,152,3442306,14922591
TZ,탄자니아,2026-05-01,361,16449902,26,9735825,6714077
AZ,아제르바이잔,2026-05-01,713,15583263,13,289084,15294179
TN,튀니지,2026-05-01,210,15573394,761,7136458,8436936
GE,조지아,2026-05-01,456,14868063,56,16994025,-2125962
RS,세르비아,2026-05-01,375,14775008,173,7759144,7015864
CR,코스타리카,2026-05-01,799,14147928,519,18624345,-4476417
UY,우루과이,2026-05-01,208,14033578,135,56328205,-42294627
SN,세네갈,2026-05-01,710,12959902,22,1923659,11036243
CI,코트디봐르,2026-05-01,160,12162447,27,12533869,-371422
PY,파라과이,2026-05-01,232,11991801,23,950392,11041409
HN,온두라스,2026-05-01,281,11138650,123,16640482,-5501832
AO,앙골라,2026-05-01,114,10719676,7,49963668,-39243992
NC,뉴 칼레도니아,2026-05-01,56,9405197,10,13937078,-4531881
LA,라오스,2026-05-01,192,9343536,214,10046993,-703457
LB,레바논,2026-05-01,193,8298898,44,490076,7808822
MZ,모잠비크,2026-05-01,74,8238684,3,993866,7244818
QA,카타르,2026-05-01,637,8091103,46,174509746,-166418643
YE,예맨,2026-05-01,335,7984034,3,67367,7916667
LU,룩셈부르그,2026-05-01,210,7775008,172,11837924,-4062916
BF,부르키나 파소,2026-05-01,22,7387874,1,84,7387790
BY,벨라루스,2026-05-01,205,7109122,16,1790382,5318740
MD,몰도바,2026-05-01,288,5894371,156,3400710,2493661
TT,트리니다드 토바고,2026-05-01,86,5740648,45,36283747,-30543099
GY,가이아나,2026-05-01,67,5715349,1,45883,5669466
PW,팔라우,2026-05-01,19,5505665,1,9,5505656
WS,사모아,2026-05-01,32,5235188,4,286551,4948637
UG,우간다,2026-05-01,45,5210832,30,687628,4523204
MU,모리셔스,2026-05-01,199,4912798,28,555959,4356839
SD,수단,2026-05-01,151,4712198,2,113901,4598297
LV,라트비아,2026-05-01,332,4526911,332,9956290,-5429379
IR,이란,2026-05-01,66,4223977,4,12636,4211341
ZW,짐바브웨,2026-05-01,33,4166450,25,2159008,2007442
IS,아이슬란드,2026-05-01,204,4072191,43,1255593,2816598
PS,팔레스타인 해방기구,2026-05-01,44,4012211,6,85,4012126
PG,파푸아 뉴기니,2026-05-01,70,3949991,45,82060571,-78110580
BJ,베닝,2026-05-01,77,3588050,0,372,3587678
MG,마다카스카르,2026-05-01,596,3555676,216,7243180,-3687504
AM,아르메니아,2026-05-01,178,3497108,57,1756705,1740403
GN,기니,2026-05-01,387,3254565,15,1781460,1473105
BZ,벨리제,2026-05-01,11,3243544,3,496,3243048
TG,토고,2026-05-01,155,3159248,13,784313,2374935
CY,사이프러스,2026-05-01,321,3034729,26,1005798,2028931
AF,아프카니스탄,2026-05-01,72,3024006,9,4403,3019603
VE,베네주엘라,2026-05-01,150,2903471,11,12510219,-9606748
BO,볼리비아,2026-05-01,83,2859879,14,141928575,-139068696
NI,니카라과,2026-05-01,92,2593613,73,6754616,-4161003
MR,모리타니,2026-05-01,49,2423093,17,3332707,-909614
BH,바레인,2026-05-01,192,2392333,17,305552,2086781
CD,콩고민주공화국,2026-05-01,71,2269980,74,324566239,-322296259
ML,말리,2026-05-01,15,2140310,5,444406,1695904
JM,자마이카,2026-05-01,74,2117521,16,985944,1131577
CM,카메룬,2026-05-01,105,2048482,8,164533,1883949
RW,르완다,2026-05-01,130,2000186,9,566055,1434131
CG,콩고,2026-05-01,179,1962522,4,730125,1232397
AW,아루바,2026-05-01,53,1939697,2,331,1939366
NP,네팔,2026-05-01,178,1764384,781,442999,1321385
SO,소말리아,2026-05-01,29,1719629,6,445167,1274462
PF,불령 폴리네시아,2026-05-01,79,1647421,4,184381,1463040
GD,그레나다,2026-05-01,5,1601549,0,0,1601549
TM,투르크멘,2026-05-01,43,1550473,1,482,1549991
GA,가봉,2026-05-01,485,1477370,5,254164224,-252686854
RE,불령 리유니온 코모도 제도,2026-05-01,45,1477235,4,637,1476598
BB,바베이도스,2026-05-01,21,1369277,6,348907,1020370
MO,마카오,2026-05-01,614,1337640,37,216317,1121323
MQ,마티니크,2026-05-01,16,1196034,0,0,1196034
BN,브루나이,2026-05-01,205,1087642,9,33037443,-31949801
ZM,잠비아,2026-05-01,61,1067047,8,12723878,-11656831
MP,북마리아나 군도,2026-05-01,116,1014942,3,157378,857564
HT,아이티,2026-05-01,24,961761,5,95745,866016
CW,큐라소,2026-05-01,43,953663,0,0,953663
BT,부탄,2026-05-01,40,903342,6,797383,105959
MW,말라위,2026-05-01,16,867659,5,1715621,-847962
MV,몰디브,2026-05-01,98,866697,2,4262,862435
GF,불령 가이아나,2026-05-01,11,864069,0,201,863868
KY,영령 캐이맨 군도,2026-05-01,13,824375,1,6960,817415
AS,아메리칸 사모아,2026-05-01,35,762305,3,230878,531427
GM,감비아,2026-05-01,120,736011,16,1329748,-593737
MK,마세도니아,2026-05-01,71,723740,31,247748,475992
LI,리히텐슈타인,2026-05-01,19,709240,48,2455638,-1746398
DM,도미니카,2026-05-01,39,688796,0,0,688796
TD,챠드,2026-05-01,7,622775,0,0,622775
AG,안티가 바부다,2026-05-01,13,577899,0,0,577899
NE,니제르,2026-05-01,6,572890,3,85054,487836
ER,에리트리아,2026-05-01,4,462250,0,0,462250
VU,바누아투,2026-05-01,43,441577,8,2729603,-2288026
FM,마이크로네시아,2026-05-01,41,409092,2,54811,354281
BA,보스니아-헤르체고비나,2026-05-01,68,406237,50,1165678,-759441
SB,솔로몬 군도,2026-05-01,8,404371,6,304664,99707
GP,과델로프,2026-05-01,23,393861,0,67,393794
SL,시에라 리온,2026-05-01,23,387151,17,1090506,-703355
CU,쿠바,2026-05-01,11,361932,4,114376,247556
SC,세이쉘,2026-05-01,27,351821,4,449484,-97663
LC,세인트 루시아,2026-05-01,15,335329,3,39749,295580
FO,파로에 군도,2026-05-01,3,312746,3,408672,-95926
NA,나미비아,2026-05-01,35,310642,6,112271,198371
SR,수리남,2026-05-01,13,303425,5,298255,5170
VG,영령 버진군도,2026-05-01,9,270562,0,1147,269415
ME,몬테네그로,2026-05-01,20,262056,1,338130,-76074
SX,세인트마틴(생마르탱),2026-05-01,19,229573,0,0,229573
VI,미령 버진군도,2026-05-01,9,217801,1,124,217677
TL,티모르,2026-05-01,3,204905,0,881,204024
GQ,적도 기니,2026-05-01,28,164742,2,69082525,-68917783
KN,세인트 키츠 네비스,2026-05-01,8,162555,5,19021,143534
BW,보츠와나,2026-05-01,7,156634,3,55639,100995
AN,네덜란드 열도,2026-05-01,20,130368,1,241,130127
SZ,스와질랜드,2026-05-01,7,101681,5,4957,96724
TC,투르크 & 카이코스 군도,2026-05-01,1,100975,0,0,100975
MF,세인트 마틴,2026-05-01,13,94128,0,0,94128
GI,지브랄타,2026-05-01,11,75842,3,3644,72198
CV,카보 베르데,2026-05-01,2,61698,0,0,61698
YT,메요트,2026-05-01,2,38654,0,0,38654
TO,통가,2026-05-01,3,34244,2,43937,-9693
KI,키리바티,2026-05-01,1,29862,5,62399,-32537
SM,산마리노,2026-05-01,1,26585,9,128185,-101600
BI,부룬디,2026-05-01,47,24328,1,1697,22631
CK,쿡 아일랜드,2026-05-01,2,19840,0,8659,11181
KM,코모로스,2026-05-01,3,14336,0,0,14336
VC,세인트 빈센트 그레나딘,2026-05-01,3,14027,0,0,14027
GL,그린랜드,2026-05-01,5,9219,0,102,9117
SS,남수단,2026-05-01,3,8716,0,0,8716
AI,앙귈라,2026-05-01,1,4500,0,0,4500
BL,세인트 바르탤르미,2026-05-01,3,2736,0,0,2736
AD,안도라,2026-05-01,3,2080,43,25940,-23860
VA,교황청,2026-05-01,2,1659,0,0,1659
MC,모나코,2026-05-01,6,1104,12,605742,-604638
GG,건지,2026-05-01,6,600,1,356,244
TK,토켈라우,2026-05-01,1,340,4,127195,-126855
JE,저어지,2026-05-01,1,190,2,191,-1
IM,맨섬,2026-05-01,1,33,1,159,-126
TV,투발루,2026-05-01,0,0,1,269,-269
UM,마이너 아우틀링 합중국 군도,2026-05-01,0,0,2,1514,-1514
GW,기네비소,2026-05-01,0,0,1,88899,-88899
CF,중앙아프리카공화국,2026-05-01,0,0,1,314,-314
CX,크리스마스 아일랜드,2026-05-01,0,0,1,5006,-5006
Z1,국제통화기금,2026-05-01,0,0,0,278,-278
GS,남조지아 & 남샌드위치 군도,2026-05-01,0,0,0,1195,-1195
IO,영령 인도양,2026-05-01,0,0,1,413,-413
LS,레소토,2026-05-01,0,0,4,4069,-4069
AQ,안타티카,2026-05-01,0,0,1,2,-2
NU,니우에,2026-05-01,0,0,0,8988,-8988
NR,나우루,2026-05-01,0,0,1,942,-942
ST,상토메 프린스페,2026-05-01,0,0,0,1890,-1890
CN,중국,2026-06-01,105915,20002319069,1974381,16422805296,3579513773
US,미국,2026-06-01,182732,20001821829,1412975,7910343302,12091478527
HK,홍콩,2026-06-01,36903,9095014345,350417,215248865,8879765480
VN,베트남,2026-06-01,67353,8610836817,222920,3141863664,5468973153
TW,대만,2026-06-01,84758,8322974039,24774,3770738739,4552235300
SG,싱가포르,2026-06-01,57633,3148226948,16892,1586265200,1561961748
JP,일본,2026-06-01,210435,2797700545,553599,4987561668,-2189861123
MY,말레이시아,2026-06-01,39807,2457720014,16390,1788988559,668731455
IN,인도,2026-06-01,20855,2104345865,14322,774956507,1329389358
AU,호주,2026-06-01,38389,2054191835,31499,2976171856,-921980021
PH,필리핀,2026-06-01,36906,1973584066,6830,364805505,1608778561
MX,멕시코,2026-06-01,20747,1569668688,8716,701520885,868147803
NL,네덜란드,2026-06-01,10796,1394426448,5439,1338844343,55582105
CA,캐나다,2026-06-01,24741,1167452324,48326,961946484,205505840
PL,폴란드,2026-06-01,7154,1107800823,2531,121386267,986414556
TH,태국,2026-06-01,22753,1051971398,48461,785028105,266943293
TR,튀르키예,2026-06-01,6479,938497784,3003,165134181,773363603
DE,독일,2026-06-01,23919,880905040,121702,2155379637,-1274474597
ID,인도네시아,2026-06-01,13101,846838566,11349,949492954,-102654388
GB,영국,2026-06-01,21655,735552113,20750,422553887,312998226
MH,마샬군도,2026-06-01,50,715752167,17,142571,715609596
MT,몰타,2026-06-01,422,699667878,87,3581826,696086052
BR,브라질,2026-06-01,15674,642112984,2393,348323029,293789955
AE,아랍에미리트 연합,2026-06-01,7063,492490928,334,1610156509,-1117665581
SA,사우디아라비아,2026-06-01,4842,482026443,274,2695754106,-2213727663
BE,벨기에,2026-06-01,2900,428211264,2774,123573216,304638048
IT,이탈리아,2026-06-01,7276,422330521,32194,761530331,-339199810
HU,헝가리,2026-06-01,2638,392398185,1963,113567866,278830319
CZ,체코공화국,2026-06-01,3347,370566181,3323,104260187,266305994
RU,러시아 연방,2026-06-01,8150,363965828,1527,596652489,-232686661
NZ,뉴질랜드,2026-06-01,4061,358426839,21447,190289169,168137670
FR,프랑스,2026-06-01,10194,340763257,20279,773935197,-433171940
ES,스페인,2026-06-01,7180,328878608,7933,251870503,77008105
LR,라이베리아,2026-06-01,154,278818378,18,15414,278802964
CH,스위스,2026-06-01,4044,274764726,4903,397965011,-123200285
IE,아일랜드,2026-06-01,1684,269593686,1152,125092317,144501369
KG,키르기스스탄,2026-06-01,9811,253154214,5,3221,253150993
BM,버뮤다,2026-06-01,18,211278089,0,406,211277683
BD,방글라데시,2026-06-01,2308,197364085,2961,30659540,166704545
SK,슬로바키아,2026-06-01,1700,186324836,1758,80162837,106161999
IL,이스라엘,2026-06-01,10875,174165761,1875,161464825,12700936
KZ,카자흐스탄,2026-06-01,5563,170915354,79,125249340,45666014
EG,이집트,2026-06-01,2303,152814677,197,5084890,147729787
UZ,우즈베키스탄,2026-06-01,2237,149853790,70,2204987,147648803
CO,콜롬비아,2026-06-01,5581,139705614,1204,53835430,85870184
BS,바하마,2026-06-01,29,130911678,5,419,130911259
GR,그리스,2026-06-01,1451,124903363,442,90571171,34332192
CL,칠레,2026-06-01,6987,120889761,1128,767974757,-647084996
AT,오스트리아,2026-06-01,2148,119869100,2376,155980893,-36111793
SE,스웨덴,2026-06-01,2379,117228348,4787,258577130,-141348782
GU,괌,2026-06-01,730,110565688,31,1135876,109429812
PA,파나마,2026-06-01,1265,103568727,89,3842670,99726057
PK,파키스탄,2026-06-01,1558,92131037,923,16040267,76090770
IQ,이라크,2026-06-01,520,86310963,48,297082221,-210771258
RO,루마니아,2026-06-01,1820,76949483,2037,51404837,25544646
ZA,남아프리카공화국,2026-06-01,1955,76533720,363,224484582,-147950862
PT,포루투갈,2026-06-01,1207,74851799,4486,23241549,51610250
PE,페루,2026-06-01,4786,73754217,822,425562871,-351808654
MA,모로코,2026-06-01,469,72756344,335,34957609,37798735
SI,슬로베니아,2026-06-01,762,70491925,376,18026302,52465623
UA,우크라이나,2026-06-01,1151,68738757,141,26841781,41896976
MN,몽골,2026-06-01,4060,66151135,704,2595837,63555298
PG,파푸아 뉴기니,2026-06-01,91,65183991,53,187704279,-122520288
KH,캄보디아,2026-06-01,2865,62269083,2720,63398729,-1129646
JO,요르단,2026-06-01,1487,59593099,132,3553536,56039563
DK,덴마크,2026-06-01,1814,58839976,1999,140695729,-81855753
NO,노르웨이,2026-06-01,1662,58615613,2099,212028922,-153413309
KW,쿠웨이트,2026-06-01,615,58060779,64,254887130,-196826351
NG,나이지리아,2026-06-01,1300,57751191,71,185082634,-127331443
