MTI코드,코드길이,품목명,행,코드열,품목명열
835120,6,6단위,2034,1,2
836,3,3단위,237,1,2
8361,4,4단위,805,1,2
836110,6,6단위,2035,1,2
836120,6,6단위,2036,1,2
836130,6,6단위,2037,1,2
836140,6,6단위,2038,1,2
8362,4,4단위,806,1,2
836210,6,6단위,2039,1,2
836220,6,6단위,2040,1,2
836230,6,6단위,2041,1,2
837,3,3단위,238,1,2
8371,4,4단위,807,1,2
837110,6,6단위,2042,1,2
837120,6,6단위,2043,1,2
837130,6,6단위,2044,1,2
8372,4,4단위,808,1,2
837200,6,6단위,2045,1,2
839,3,3단위,239,1,2
8390,4,4단위,809,1,2
839000,6,6단위,2046,1,2
84,2,2단위,50,1,2
841,3,3단위,240,1,2
8411,4,4단위,810,1,2
841110,6,6단위,2047,1,2
841121,6,6단위,2048,1,2
841129,6,6단위,2049,1,2
841131,6,6단위,2050,1,2
841139,6,6단위,2051,1,2
841140,6,6단위,2052,1,2
841150,6,6단위,2053,1,2
841170,6,6단위,2054,1,2
841180,6,6단위,2055,1,2
8412,4,4단위,811,1,2
841210,6,6단위,2056,1,2
841220,6,6단위,2057,1,2
841230,6,6단위,2058,1,2
841240,6,6단위,2059,1,2
8413,4,4단위,812,1,2
841310,6,6단위,2060,1,2
841320,6,6단위,2061,1,2
841330,6,6단위,2062,1,2
841340,6,6단위,2063,1,2
841390,6,6단위,2064,1,2
8414,4,4단위,813,1,2
841420,6,6단위,2065,1,2
841430,6,6단위,2066,1,2
841440,6,6단위,2067,1,2
8415,4,4단위,814,1,2
841510,6,6단위,2068,1,2
841520,6,6단위,2069,1,2
842,3,3단위,241,1,2
8421,4,4단위,815,1,2
842110,6,6단위,2070,1,2
842120,6,6단위,2071,1,2
842130,6,6단위,2072,1,2
842140,6,6단위,2073,1,2
842150,6,6단위,2074,1,2
842160,6,6단위,2075,1,2
8422,4,4단위,816,1,2
842210,6,6단위,2076,1,2
842220,6,6단위,2077,1,2
842230,6,6단위,2078,1,2
8423,4,4단위,817,1,2
842310,6,6단위,2079,1,2
842320,6,6단위,2080,1,2
842330,6,6단위,2081,1,2
842340,6,6단위,2082,1,2
842350,6,6단위,2083,1,2
842360,6,6단위,2084,1,2
842370,6,6단위,2085,1,2
842380,6,6단위,2086,1,2
842390,6,6단위,2087,1,2
8424,4,4단위,818,1,2
842410,6,6단위,2088,1,2
842420,6,6단위,2089,1,2
842430,6,6단위,2090,1,2
842490,6,6단위,2091,1,2
8425,4,4단위,819,1,2
842510,6,6단위,2092,1,2
842520,6,6단위,2093,1,2
842530,6,6단위,2094,1,2
8429,4,4단위,820,1,2
842910,6,6단위,2095,1,2
842990,6,6단위,2096,1,2
849,3,3단위,242,1,2
8491,4,4단위,821,1,2
849110,6,6단위,2097,1,2
849120,6,6단위,2098,1,2
8492,4,4단위,822,1,2
849210,6,6단위,2099,1,2
849220,6,6단위,2100,1,2
849230,6,6단위,2101,1,2
849240,6,6단위,2102,1,2
849250,6,6단위,2103,1,2
849260,6,6단위,2104,1,2
8493,4,4단위,823,1,2
849310,6,6단위,2105,1,2
8494,4,4단위,824,1,2
849490,6,6단위,2106,1,2
8499,4,4단위,825,1,2
849910,6,6단위,2107,1,2
849930,6,6단위,2108,1,2
849990,6,6단위,2109,1,2
9,1,1단위,10,1,2
91,2,2단위,51,1,2
911,3,3단위,243,1,2
9110,4,4단위,826,1,2
911000,6,6단위,2110,1,2
912,3,3단위,244,1,2
9120,4,4단위,827,1,2
912000,6,6단위,2111,1,2
919,3,3단위,245,1,2
9190,4,4단위,828,1,2
919000,6,6단위,2112,1,2
92,2,2단위,52,1,2
921,3,3단위,246,1,2
9210,4,4단위,829,1,2
921000,6,6단위,2113,1,2
922,3,3단위,247,1,2
9220,4,4단위,830,1,2
922000,6,6단위,2114,1,2
923,3,3단위,248,1,2
9230,4,4단위,831,1,2
923000,6,6단위,2115,1,2
924,3,3단위,249,1,2
9240,4,4단위,832,1,2
924000,6,6단위,2116,1,2
925,3,3단위,250,1,2
9250,4,4단위,833,1,2
925000,6,6단위,2117,1,2
93,2,2단위,53,1,2
931,3,3단위,251,1,2
9311,4,4단위,834,1,2
931110,6,6단위,2118,1,2
931120,6,6단위,2119,1,2
9312,4,4단위,835,1,2
931210,6,6단위,2120,1,2
931220,6,6단위,2121,1,2
932,3,3단위,252,1,2
9320,4,4단위,836,1,2
932010,6,6단위,2122,1,2
932020,6,6단위,2123,1,2
932030,6,6단위,2124,1,2
932040,6,6단위,2125,1,2
932050,6,6단위,2126,1,2
932060,6,6단위,2127,1,2
932090,6,6단위,2128,1,2
95,2,2단위,54,1,2
950,3,3단위,253,1,2
9501,4,4단위,837,1,2
950100,6,6단위,2129,1,2
9502,4,4단위,838,1,2
950200,6,6단위,2130,1,2
9509,4,4단위,839,1,2
950990,6,6단위,2131,1,2
96,2,2단위,55,1,2
961,3,3단위,254,1,2
9610,4,4단위,840,1,2
961010,6,6단위,2132,1,2
961020,6,6단위,2133,1,2
961090,6,6단위,2134,1,2
962,3,3단위,255,1,2
9620,4,4단위,841,1,2
962000,6,6단위,2135,1,2
963,3,3단위,256,1,2
9630,4,4단위,842,1,2
963000,6,6단위,2136,1,2
97,2,2단위,56,1,2
970,3,3단위,257,1,2
9701,4,4단위,843,1,2
970100,6,6단위,2137,1,2
9702,4,4단위,844,1,2
970200,6,6단위,2138,1,2
98,2,2단위,57,1,2
980,3,3단위,258,1,2
9800,4,4단위,845,1,2
980000,6,6단위,2139,1,2
99,2,2단위,58,1,2
999,3,3단위,259,1,2
9990,4,4단위,846,1,2
999000,6,6단위,2140,1,2
